type,latitude,longitude,lease_type,negotiable,furnishing,parking,property_size,property_age,bathroom,facing,cup_board,floor,total_floor,amenities,water_supply,building_type,balconies
BHK2,12.9661682,77.7247772,FAMILY,1,SEMI_FURNISHED,BOTH,1100,0,2,S,2,11,16,8.0,CORP_BORE,AP,1
BHK1,12.99990592,77.74400554,ANYONE,0,SEMI_FURNISHED,BOTH,581,1,1,E,1,4,4,7.0,BOREWELL,AP,1
BHK2,12.9009829,77.6956398,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,550,4,2,W,1,0,4,1.0,BOREWELL,IF,0
BHK1,12.93842173,77.54328889,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,6040,5,1,N,2,1,2,0.0,BOREWELL,IH,1
BHK3,12.91361523,77.67627716,ANYONE,1,SEMI_FURNISHED,BOTH,1505,0,3,E,3,0,4,11.0,BOREWELL,AP,2
BHK4,12.912423,77.6842833,ANYONE,1,SEMI_FURNISHED,BOTH,2500,5,4,N,5,0,0,13.0,BOREWELL,GC,0
BHK1,12.9095819,77.64344171,ANYONE,1,FULLY_FURNISHED,BOTH,500,0,1,E,3,1,5,16.0,CORP_BORE,AP,1
BHK2,12.91570925,77.54643435,ANYONE,0,SEMI_FURNISHED,BOTH,1650,6,2,E,2,1,4,4.0,CORPORATION,AP,2
BHK1,12.95355502,77.59586153,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,600,1,1,N,1,2,3,3.0,BOREWELL,IF,1
BHK3,12.9920342,77.7182388,ANYONE,1,SEMI_FURNISHED,BOTH,1300,25,2,W,3,0,4,9.0,CORP_BORE,AP,0
BHK1,12.94863836,77.56748753,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,450,5,1,N,1,0,3,4.0,CORP_BORE,IF,0
BHK3,12.9231931,77.6732081,FAMILY,1,SEMI_FURNISHED,BOTH,1193,0,2,W,3,1,3,14.0,BOREWELL,AP,2
BHK2,12.92754768,77.66281414,FAMILY,1,SEMI_FURNISHED,BOTH,1450,6,2,E,2,3,3,15.0,CORPORATION,AP,2
BHK2,12.99901829,77.60956035,BACHELOR,1,SEMI_FURNISHED,TWO_WHEELER,1150,8,2,E,2,0,1,1.0,CORPORATION,IH,1
BHK2,12.93043814,77.54921384,ANYONE,1,SEMI_FURNISHED,BOTH,700,5,1,N,2,0,1,2.0,CORP_BORE,AP,0
BHK2,12.99293401,77.68057442,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,800,0,2,N,4,0,2,1.0,CORP_BORE,IF,1
BHK3,12.96396741,77.71203405,FAMILY,0,SEMI_FURNISHED,BOTH,1500,5,3,W,3,0,2,2.0,CORP_BORE,IF,1
BHK3,12.9354576,77.6324759,ANYONE,0,SEMI_FURNISHED,BOTH,1700,10,2,NE,3,4,5,12.0,CORP_BORE,AP,4
RK1,12.96251708,77.64301168,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,300,0,1,E,1,4,4,1.0,CORPORATION,IF,1
BHK2,12.96632409,77.5615413,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,900,5,2,S,2,2,2,1.0,CORP_BORE,IF,0
BHK3,12.96730524,77.7314352,ANYONE,1,SEMI_FURNISHED,BOTH,1700,5,3,W,4,2,3,7.0,BOREWELL,AP,3
BHK2,12.9485202,77.7227111,FAMILY,1,SEMI_FURNISHED,BOTH,1140,4,2,E,2,4,4,10.0,BOREWELL,AP,3
BHK2,12.99739967,77.62234485,FAMILY,1,SEMI_FURNISHED,BOTH,1200,10,2,N,2,0,4,7.0,CORP_BORE,AP,3
BHK3,12.97328927,77.70290261,ANYONE,0,SEMI_FURNISHED,BOTH,1600,3,2,E,3,3,4,4.0,CORP_BORE,AP,3
BHK3,12.91894656,77.56907076,ANYONE,1,SEMI_FURNISHED,BOTH,1325,1,2,S,3,3,4,5.0,BOREWELL,AP,3
BHK2,12.9675519,77.53904625,FAMILY,1,SEMI_FURNISHED,BOTH,1000,3,2,E,2,2,3,5.0,CORPORATION,IF,2
BHK1,12.91775946,77.57815956,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,900,10,2,N,1,2,2,2.0,CORPORATION,IF,1
RK1,12.9242199,77.5191195,ANYONE,1,FULLY_FURNISHED,TWO_WHEELER,500,1,1,E,1,4,4,4.0,CORP_BORE,AP,0
BHK3,12.99910866,77.56054332,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,1200,1,3,N,3,2,3,2.0,CORP_BORE,IF,1
BHK2,12.90217239,77.62184715,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,990,8,2,E,2,0,1,3.0,BOREWELL,IF,0
BHK2,12.99187456,77.71956418,ANYONE,1,SEMI_FURNISHED,NONE,1254,2,2,E,2,3,4,10.0,CORP_BORE,AP,1
BHK1,12.96708505,77.7042809,ANYONE,1,SEMI_FURNISHED,BOTH,500,0,1,E,1,0,4,3.0,BOREWELL,IF,1
BHK2,12.96666209,77.71120906,FAMILY,0,SEMI_FURNISHED,BOTH,1340,8,2,E,2,2,4,9.0,BOREWELL,AP,2
BHK1,12.9096104,77.58313399,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,800,7,1,N,1,2,2,0.0,CORPORATION,IH,1
BHK2,12.91026637,77.60351011,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,600,10,2,E,2,1,2,3.0,CORP_BORE,IF,0
BHK2,12.90231832,77.63406449,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,600,21,1,E,2,1,1,4.0,CORPORATION,IF,0
BHK2,12.92689939,77.66298216,FAMILY,1,SEMI_FURNISHED,BOTH,1323,7,2,N,2,1,3,7.0,BOREWELL,AP,3
BHK2,12.91134943,77.6090014,FAMILY,0,SEMI_FURNISHED,BOTH,1209,8,2,E,2,1,4,4.0,CORPORATION,AP,4
BHK3,12.9233063,77.6728055,FAMILY,0,SEMI_FURNISHED,BOTH,1474,8,2,W,8,1,4,10.0,CORP_BORE,AP,2
BHK3,12.90800758,77.62435199,FAMILY,1,SEMI_FURNISHED,FOUR_WHEELER,1350,5,3,E,3,3,4,4.0,CORP_BORE,AP,3
BHK2,12.97193016,77.65418464,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,900,5,2,W,3,2,4,0.0,CORP_BORE,AP,0
BHK2,12.92707812,77.68770812,FAMILY,1,SEMI_FURNISHED,BOTH,1200,5,2,E,3,2,6,14.0,BOREWELL,AP,1
BHK3,12.9771994,77.7018941,ANYONE,1,SEMI_FURNISHED,BOTH,1374,8,2,E,3,3,5,10.0,BOREWELL,AP,3
BHK2,12.95520532,77.7245677,ANYONE,1,SEMI_FURNISHED,BOTH,1050,0,2,W,2,1,4,9.0,BOREWELL,AP,1
BHK1,12.95708963,77.73989617,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,500,1,1,E,1,3,4,3.0,BOREWELL,IF,0
BHK3,12.92768464,77.67821099,ANYONE,1,FULLY_FURNISHED,BOTH,1370,10,2,E,5,4,4,2.0,BOREWELL,AP,2
BHK3,12.90016866,77.58552193,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,1000,3,2,W,3,1,2,1.0,CORP_BORE,IH,1
BHK2,12.9955072,77.7591009,ANYONE,1,SEMI_FURNISHED,FOUR_WHEELER,1155,0,2,E,2,14,14,15.0,CORP_BORE,AP,1
BHK1,12.93441683,77.61973848,ANYONE,1,SEMI_FURNISHED,BOTH,400,8,1,E,1,1,3,0.0,CORPORATION,IF,0
BHK2,12.925317,77.6166666,FAMILY,1,FULLY_FURNISHED,BOTH,1200,10,2,N,2,0,2,2.0,CORPORATION,IF,0
BHK4,12.9564075,77.7246661,ANYONE,1,SEMI_FURNISHED,BOTH,2200,0,4,NE,4,11,18,18.0,CORP_BORE,AP,4
BHK3,12.96361106,77.50627408,FAMILY,0,SEMI_FURNISHED,BOTH,1600,0,2,E,3,1,4,6.0,CORP_BORE,AP,2
BHK2,12.9511787,77.7157876,ANYONE,1,SEMI_FURNISHED,BOTH,1150,3,2,W,2,3,4,15.0,CORP_BORE,AP,1
BHK1,12.91958989,77.66920652,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,500,7,1,N,1,0,2,4.0,CORP_BORE,IF,0
BHK2,12.9345271,77.5435215,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,1200,8,2,W,2,1,1,2.0,CORP_BORE,IH,1
BHK2,12.90775956,77.51349127,FAMILY,1,SEMI_FURNISHED,BOTH,1200,2,1,E,4,0,2,2.0,CORPORATION,IH,0
BHK2,12.97444773,77.63005265,ANYONE,1,SEMI_FURNISHED,FOUR_WHEELER,1100,12,2,E,2,1,2,2.0,CORP_BORE,IF,0
BHK4,12.91439392,77.64454562,ANYONE,1,SEMI_FURNISHED,BOTH,1800,10,4,E,4,0,2,3.0,CORPORATION,IF,0
BHK2,12.92321603,77.56188548,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,500,3,1,E,1,1,2,2.0,CORPORATION,IF,1
BHK2,12.90703361,77.69997406,ANYONE,0,SEMI_FURNISHED,BOTH,1194,0,2,E,2,0,12,13.0,BOREWELL,AP,2
BHK1,12.9273451,77.55128194,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,1200,1,1,N,2,1,1,2.0,CORPORATION,IH,0
BHK3,12.9458432,77.5911928,FAMILY,0,SEMI_FURNISHED,BOTH,1600,10,2,E,2,0,0,1.0,CORPORATION,IH,1
BHK1,12.9352171,77.5757436,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,700,10,1,E,1,0,4,1.0,CORP_BORE,AP,2
BHK3,12.90083934,77.64412017,FAMILY,0,SEMI_FURNISHED,BOTH,1053,1,2,W,2,0,4,10.0,CORP_BORE,AP,1
BHK4,12.9184255,77.6970613,ANYONE,1,SEMI_FURNISHED,BOTH,2395,1,4,NE,4,7,7,16.0,CORP_BORE,AP,3
BHK3,12.9220177,77.722116,FAMILY,1,FULLY_FURNISHED,BOTH,1400,0,2,E,3,1,6,14.0,BOREWELL,AP,2
BHK2,12.94184317,77.5668374,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,1200,10,2,E,2,1,2,0.0,CORPORATION,IF,1
BHK2,12.9034388,77.5777587,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,500,7,1,N,1,1,4,2.0,BOREWELL,AP,1
BHK2,12.9563964,77.6193489,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,700,0,2,E,2,2,3,3.0,CORPORATION,IF,1
BHK2,12.97182226,77.69579124,FAMILY,0,SEMI_FURNISHED,BOTH,1200,7,2,SE,2,4,4,7.0,CORP_BORE,AP,1
BHK1,12.94105934,77.62904582,BACHELOR,1,SEMI_FURNISHED,TWO_WHEELER,400,5,1,E,1,1,5,6.0,CORP_BORE,IF,1
BHK2,12.97872019,77.51122712,FAMILY,0,SEMI_FURNISHED,BOTH,700,30,2,N,2,0,2,3.0,CORP_BORE,IF,0
BHK2,12.92265546,77.5563643,ANYONE,1,SEMI_FURNISHED,BOTH,750,12,1,N,2,0,0,3.0,CORPORATION,IH,0
BHK2,12.97081821,77.70403202,ANYONE,1,SEMI_FURNISHED,BOTH,850,4,2,N,2,0,4,7.0,CORP_BORE,AP,2
BHK2,12.92445474,77.66655251,FAMILY,0,FULLY_FURNISHED,BOTH,1082,10,2,E,2,3,4,2.0,BOREWELL,AP,1
BHK1,12.91960924,77.58340751,ANYONE,1,NOT_FURNISHED,TWO_WHEELER,600,4,1,S,0,1,1,2.0,CORP_BORE,IF,0
BHK2,12.9506205,77.6392171,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,600,1,2,E,2,2,3,3.0,CORP_BORE,AP,0
BHK1,12.92239401,77.66236426,FAMILY,1,NOT_FURNISHED,TWO_WHEELER,950,3,1,E,0,3,3,1.0,CORP_BORE,IF,0
BHK2,12.9640988,77.64570537,FAMILY,1,SEMI_FURNISHED,BOTH,1370,10,2,N,6,3,6,16.0,CORP_BORE,AP,1
BHK1,12.9040772,77.7029137,FAMILY,0,SEMI_FURNISHED,BOTH,450,0,1,E,1,0,2,3.0,CORP_BORE,IF,0
BHK2,12.9273085,77.6696706,ANYONE,1,SEMI_FURNISHED,BOTH,1000,7,2,E,2,1,4,4.0,BOREWELL,AP,0
BHK2,12.99141962,77.53877283,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,1000,0,2,N,2,0,1,1.0,BOREWELL,IF,0
BHK2,12.90092689,77.64740105,FAMILY,1,SEMI_FURNISHED,BOTH,1200,5,2,E,2,1,5,15.0,CORP_BORE,AP,2
BHK3,12.92280444,77.59327458,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,1100,15,1,W,3,0,1,3.0,CORPORATION,IF,0
BHK3,12.9697999,77.7499467,FAMILY,1,SEMI_FURNISHED,BOTH,1600,0,3,W,3,3,3,7.0,CORP_BORE,AP,2
BHK3,12.92263529,77.54534384,FAMILY,1,SEMI_FURNISHED,BOTH,1300,5,2,N,3,3,5,6.0,CORP_BORE,AP,1
BHK2,12.92986648,77.74031032,FAMILY,1,FULLY_FURNISHED,BOTH,1170,0,2,NE,2,11,11,9.0,BOREWELL,AP,1
BHK1,12.92645625,77.55097667,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,800,3,1,N,1,3,3,3.0,CORP_BORE,IF,0
BHK1,12.94084369,77.62080742,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,500,30,1,E,1,2,2,1.0,CORP_BORE,IF,1
BHK2,12.94630374,77.57541338,FAMILY,0,SEMI_FURNISHED,BOTH,880,10,2,W,2,1,2,5.0,CORP_BORE,AP,1
BHK2,12.9562861,77.7246633,ANYONE,1,SEMI_FURNISHED,BOTH,1370,0,2,NE,2,4,14,15.0,BOREWELL,AP,1
BHK2,12.93919564,77.51906754,FAMILY,0,SEMI_FURNISHED,BOTH,1200,0,2,E,2,5,16,9.0,CORP_BORE,AP,1
BHK1,12.94865855,77.56319067,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,500,4,2,N,0,2,2,3.0,CORPORATION,IF,1
BHK2,12.97260766,77.51621939,FAMILY,1,SEMI_FURNISHED,BOTH,1000,0,2,N,1,1,3,5.0,BOREWELL,IF,1
BHK1,12.9371602,77.6319996,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,850,5,1,S,1,2,3,3.0,BOREWELL,IF,0
BHK3,12.92680084,77.54405446,FAMILY,1,SEMI_FURNISHED,BOTH,1550,10,2,E,3,2,3,4.0,CORP_BORE,AP,3
BHK2,12.91094096,77.62437077,FAMILY,0,SEMI_FURNISHED,BOTH,1100,4,2,N,2,4,5,4.0,CORP_BORE,AP,2
BHK2,12.92432399,77.65332859,ANYONE,1,SEMI_FURNISHED,BOTH,1250,10,2,E,4,1,3,6.0,CORPORATION,AP,2
BHK3,12.94454362,77.59987162,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,1100,8,2,W,3,2,3,2.0,CORPORATION,IH,2
BHK2,12.9095521,77.6970194,ANYONE,0,SEMI_FURNISHED,BOTH,1100,1,2,SE,2,1,4,10.0,BOREWELL,AP,3
BHK2,12.97752259,77.53315329,FAMILY,0,SEMI_FURNISHED,BOTH,1000,25,2,N,4,0,3,2.0,CORPORATION,IF,0
BHK1,12.97349138,77.63993563,FAMILY,1,SEMI_FURNISHED,NONE,500,1,1,E,0,3,4,0.0,CORP_BORE,IF,1
BHK2,12.90294306,77.64394956,FAMILY,1,NOT_FURNISHED,BOTH,1060,8,2,W,0,2,4,9.0,BOREWELL,AP,2
BHK2,12.903946,77.5906564,FAMILY,0,FULLY_FURNISHED,FOUR_WHEELER,1200,0,2,W,2,2,4,8.0,CORP_BORE,AP,1
BHK3,12.90447088,77.5478517,ANYONE,1,SEMI_FURNISHED,BOTH,1688,0,3,W,3,1,5,16.0,CORPORATION,AP,2
BHK2,12.96645742,77.53064431,FAMILY,1,FULLY_FURNISHED,BOTH,950,10,2,NW,1,2,2,3.0,CORPORATION,AP,1
BHK3,12.92636013,77.54721832,ANYONE,1,SEMI_FURNISHED,BOTH,1350,10,3,W,3,3,5,4.0,CORP_BORE,AP,3
RK1,12.98352472,77.7667692,ANYONE,0,NOT_FURNISHED,FOUR_WHEELER,250,0,1,N,0,0,1,1.0,BOREWELL,IF,0
BHK2,12.9081829,77.56245433,ANYONE,1,SEMI_FURNISHED,BOTH,650,0,1,E,1,2,3,1.0,CORPORATION,IF,1
BHK2,12.93788708,77.6284143,ANYONE,1,SEMI_FURNISHED,BOTH,950,6,2,N,2,0,2,3.0,CORP_BORE,IF,2
RK1,12.91664534,77.64232659,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,200,5,1,S,1,0,4,1.0,CORP_BORE,IF,0
BHK3,12.9106097,77.6768315,FAMILY,1,SEMI_FURNISHED,BOTH,1484,10,2,N,3,2,4,11.0,BOREWELL,AP,3
BHK1,12.92103849,77.63405144,ANYONE,1,NOT_FURNISHED,TWO_WHEELER,800,4,1,N,0,0,2,3.0,CORP_BORE,IF,1
BHK3,12.91624323,77.61034043,FAMILY,1,NOT_FURNISHED,BOTH,1703,0,3,E,0,6,8,13.0,CORP_BORE,AP,2
BHK2,12.99930473,77.72386998,FAMILY,0,SEMI_FURNISHED,BOTH,1250,1,2,W,5,4,4,7.0,CORP_BORE,AP,2
BHK3,12.90518578,77.56477915,FAMILY,1,SEMI_FURNISHED,BOTH,1600,6,3,N,3,1,3,1.0,CORPORATION,IF,1
BHK2,12.99633258,77.56281791,FAMILY,0,SEMI_FURNISHED,FOUR_WHEELER,1050,9,2,N,0,2,2,2.0,CORPORATION,AP,2
BHK3,12.98697046,77.54996427,ANYONE,1,SEMI_FURNISHED,BOTH,1700,17,3,S,5,1,3,2.0,CORPORATION,IF,3
BHK2,12.94172954,77.55654173,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,1200,8,2,N,2,2,2,3.0,CORP_BORE,IF,1
BHK2,12.95189834,77.70690222,FAMILY,0,SEMI_FURNISHED,BOTH,1340,2,2,N,2,1,3,3.0,CORP_BORE,IF,1
BHK2,12.93569467,77.54924817,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,550,0,1,N,3,0,3,5.0,CORP_BORE,IF,0
BHK3,12.9697999,77.7499467,ANYONE,1,SEMI_FURNISHED,BOTH,1835,0,3,NE,3,3,5,6.0,BOREWELL,AP,2
BHK2,12.9976275,77.695003,FAMILY,1,SEMI_FURNISHED,BOTH,1055,1,2,NE,2,1,4,6.0,CORP_BORE,AP,2
BHK1,12.9669256,77.7619298,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,400,3,1,E,1,1,4,2.0,CORP_BORE,IF,1
BHK2,12.9756762,77.6778473,ANYONE,1,SEMI_FURNISHED,FOUR_WHEELER,1100,5,2,W,2,0,4,2.0,BOREWELL,AP,2
BHK1,12.9569472,77.5992703,BACHELOR,0,FULLY_FURNISHED,BOTH,500,15,1,N,2,2,2,4.0,CORPORATION,IF,1
BHK2,12.93658689,77.60807903,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,800,8,1,N,2,1,3,1.0,CORPORATION,IF,1
BHK3,12.90459728,77.54310608,FAMILY,1,FULLY_FURNISHED,BOTH,1230,1,2,W,2,2,4,6.0,BOREWELL,AP,1
BHK2,12.96716068,77.76928213,FAMILY,1,SEMI_FURNISHED,BOTH,1065,2,2,E,4,1,4,14.0,BOREWELL,AP,1
BHK2,12.9709231,77.75025488,ANYONE,0,SEMI_FURNISHED,BOTH,1100,3,2,E,2,1,4,3.0,CORPORATION,AP,1
BHK2,12.97511914,77.55539122,ANYONE,1,NOT_FURNISHED,TWO_WHEELER,650,18,1,W,0,0,2,2.0,CORPORATION,IF,0
BHK2,12.93650995,77.58388779,ANYONE,1,NOT_FURNISHED,TWO_WHEELER,800,20,1,N,0,0,1,4.0,CORPORATION,IF,0
BHK3,12.9273193,77.56199359,FAMILY,1,NOT_FURNISHED,TWO_WHEELER,1200,1,3,N,0,2,2,1.0,CORP_BORE,IF,1
BHK2,12.98779639,77.52233237,ANYONE,1,SEMI_FURNISHED,NONE,900,3,1,E,2,2,2,3.0,CORP_BORE,IF,1
BHK2,12.9697999,77.7499467,FAMILY,1,FULLY_FURNISHED,BOTH,1078,6,2,E,0,2,3,9.0,CORPORATION,AP,2
BHK3,12.97826482,77.67979732,FAMILY,1,SEMI_FURNISHED,BOTH,1490,10,3,W,4,1,4,8.0,CORP_BORE,AP,2
BHK3,12.9778326,77.697617,ANYONE,0,SEMI_FURNISHED,BOTH,1200,4,2,W,3,1,1,7.0,CORP_BORE,AP,1
BHK2,12.95018259,77.70949538,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,1000,3,2,N,2,2,2,3.0,CORP_BORE,IF,1
BHK1,12.9202768,77.63645276,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,600,5,1,E,1,2,3,4.0,CORPORATION,IF,0
BHK2,12.9098986,77.6142965,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,1000,15,2,N,1,0,2,0.0,CORPORATION,IF,0
BHK3,12.94436662,77.71019703,ANYONE,1,SEMI_FURNISHED,BOTH,1250,4,3,E,2,1,2,1.0,CORPORATION,IF,1
BHK2,12.91936309,77.54192007,ANYONE,0,SEMI_FURNISHED,BOTH,1140,1,2,E,2,2,4,4.0,CORP_BORE,AP,3
BHK1,12.93638869,77.63157631,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,550,10,1,N,1,1,2,1.0,CORPORATION,IF,1
BHK3,12.91835656,77.6650162,FAMILY,1,SEMI_FURNISHED,BOTH,1850,10,3,E,3,2,12,13.0,BOREWELL,AP,1
BHK1,12.97324307,77.69175663,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,550,4,1,SE,1,0,2,4.0,CORPORATION,IF,0
BHK2,12.9538359,77.65998269,ANYONE,0,SEMI_FURNISHED,BOTH,1080,9,2,E,2,2,4,5.0,BOREWELL,AP,1
BHK2,12.94177655,77.5571928,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,800,12,2,W,2,1,2,3.0,CORPORATION,IF,0
BHK1,12.95206566,77.62254585,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,500,0,1,N,1,2,2,2.0,CORPORATION,IF,0
BHK1,12.98564517,77.70534363,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,550,1,1,E,1,0,4,5.0,CORP_BORE,AP,0
BHK2,12.9425962,77.58561091,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,850,25,1,E,2,1,3,4.0,CORP_BORE,IF,2
BHK2,12.90009839,77.74846506,FAMILY,1,SEMI_FURNISHED,BOTH,1050,1,2,E,2,2,3,5.0,CORP_BORE,AP,1
BHK1,12.91015331,77.58960693,ANYONE,1,SEMI_FURNISHED,NONE,450,7,2,E,1,0,2,0.0,CORPORATION,IF,0
BHK2,12.93265137,77.60890227,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,870,12,1,E,4,0,2,1.0,CORPORATION,IH,0
BHK3,12.95708561,77.59880066,FAMILY,1,SEMI_FURNISHED,BOTH,1800,5,3,N,3,1,4,6.0,CORP_BORE,AP,4
BHK2,12.90500186,77.61947008,FAMILY,1,SEMI_FURNISHED,BOTH,1000,3,2,SE,2,4,4,11.0,CORP_BORE,AP,2
RK1,12.97233555,77.64346326,BACHELOR,1,SEMI_FURNISHED,TWO_WHEELER,400,1,1,W,1,0,4,3.0,CORPORATION,AP,0
BHK2,12.964615,77.7551063,ANYONE,1,SEMI_FURNISHED,BOTH,1120,0,2,E,4,1,4,8.0,BOREWELL,AP,2
BHK1,12.92245219,77.58967776,BACHELOR,1,SEMI_FURNISHED,TWO_WHEELER,600,0,1,E,1,0,1,2.0,CORPORATION,IF,0
BHK2,12.9665035,77.68112896,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,850,5,1,E,2,3,4,4.0,CORP_BORE,IF,2
BHK2,12.928852,77.694865,FAMILY,1,SEMI_FURNISHED,BOTH,1248,0,2,E,2,2,8,15.0,BOREWELL,AP,2
BHK1,12.95889581,77.56428771,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,240,10,1,W,3,2,2,1.0,BOREWELL,AP,0
BHK2,12.93755586,77.74670905,FAMILY,1,NOT_FURNISHED,BOTH,900,12,1,E,0,0,1,1.0,CORP_BORE,IF,0
RK1,12.96450986,77.64439327,BACHELOR,0,SEMI_FURNISHED,TWO_WHEELER,300,5,1,N,1,1,3,1.0,CORPORATION,IF,1
BHK2,12.90555811,77.53993308,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,700,0,1,N,1,0,2,1.0,CORP_BORE,IF,1
BHK3,12.9670589,77.7154299,FAMILY,1,SEMI_FURNISHED,FOUR_WHEELER,1523,10,2,W,3,6,9,14.0,CORP_BORE,AP,3
BHK2,12.9660419,77.7167938,FAMILY,1,SEMI_FURNISHED,BOTH,1100,5,2,E,1,1,4,7.0,CORP_BORE,AP,1
BHK2,12.9703009,77.7394709,ANYONE,0,SEMI_FURNISHED,BOTH,1323,1,2,E,3,5,11,10.0,CORP_BORE,AP,1
BHK2,12.92168094,77.72201924,FAMILY,1,SEMI_FURNISHED,BOTH,1160,3,2,E,2,6,6,10.0,BOREWELL,AP,1
BHK2,12.91759708,77.63396633,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,1000,5,2,E,2,1,1,3.0,CORPORATION,IF,1
BHK2,12.92612171,77.67185974,ANYONE,0,FULLY_FURNISHED,BOTH,1100,10,2,N,4,1,4,17.0,CORP_BORE,AP,2
BHK2,12.90562258,77.58517772,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,900,5,1,N,4,1,1,4.0,CORP_BORE,IF,0
BHK3,12.90557098,77.70179749,ANYONE,1,SEMI_FURNISHED,BOTH,1457,3,2,W,3,2,4,12.0,BOREWELL,AP,2
BHK2,12.9659453,77.71989731,ANYONE,1,FULLY_FURNISHED,BOTH,1776,5,2,W,4,2,5,10.0,BOREWELL,AP,4
BHK2,12.9052899,77.62782405,FAMILY,0,SEMI_FURNISHED,BOTH,1256,10,2,E,2,3,4,9.0,BOREWELL,AP,3
BHK2,12.98276475,77.55969501,FAMILY,1,SEMI_FURNISHED,BOTH,1350,3,2,E,3,1,3,6.0,CORP_BORE,IF,1
BHK1,12.91107799,77.57462138,ANYONE,0,SEMI_FURNISHED,BOTH,600,5,1,W,2,2,2,4.0,CORP_BORE,IF,1
BHK2,12.91602525,77.61943247,ANYONE,0,SEMI_FURNISHED,BOTH,1000,7,2,E,2,1,1,1.0,CORP_BORE,IF,0
BHK2,12.96730854,77.68286305,FAMILY,0,SEMI_FURNISHED,BOTH,700,7,1,S,2,2,2,3.0,CORP_BORE,IF,1
BHK2,12.98448823,77.75215516,ANYONE,1,SEMI_FURNISHED,BOTH,1164,0,2,W,2,2,4,9.0,CORP_BORE,AP,2
BHK2,12.90935135,77.67961121,ANYONE,1,FULLY_FURNISHED,BOTH,1384,4,2,E,4,4,5,8.0,CORP_BORE,AP,3
BHK2,12.99652655,77.56333436,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,800,5,1,W,2,2,2,2.0,BOREWELL,IF,1
BHK1,12.96618045,77.70249501,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,600,0,1,E,0,4,4,2.0,CORP_BORE,AP,1
BHK2,12.9460038,77.575744,FAMILY,0,NOT_FURNISHED,BOTH,1000,15,1,N,0,0,0,2.0,CORPORATION,IH,1
BHK2,12.96795895,77.68450225,ANYONE,0,SEMI_FURNISHED,NONE,1200,0,3,E,3,0,1,1.0,CORP_BORE,IF,1
BHK3,12.904933,77.56489,FAMILY,1,SEMI_FURNISHED,BOTH,1430,12,3,NE,1,2,4,11.0,CORP_BORE,AP,2
